,Symbol,Consensus,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
112,CLX,Hold,0.46768,-12.0126,-13.2299,24.970852,0.51433,171.31,2024-11-22,127.6,2024-05-29,-3.5162,-1.7763,1.2334,1.2665,0.61096275,2.6409,0.4851,-9.9,0.58,3.8888,5.6435,2.72832,1.6264,2.3548,3.2866,42.6653,29.6508,1.0305,0.9434,4.43,4.7984,4.8457,3.2877452,3.854,7.6769,-15.66,0.52,20607.324,2.2435,2.2435,3.6590999999999996,2.2435,3.6590999999999996,-26.18,-18.7,107.45,498.77,2.2435,3.6590999999999996,2.2435,3.6590999999999996,-9.28,41.5,43.21,44.51,6.0435,6.3769,7.564,41.3667,18225.324,-7.3598,0.0378,0.0618,14.5,8.16854,-21.44,7.22,3.95,6.38,9.45,5.61,9.03,212.5,88.78,50.8263,335.5489,26.2235,19.7457,65.0904,39.8804,117.6721,39.8804,39.8804,65.0904,39.8804,37.7336,26.2235,9.45,5.61,9.03,-4.3677,-15.4584,4.3591,-13.5568,-6.5178,2.5695,2.5437,1973.2929,188.5333,0.6258,0.6012,10.2574,11.1778,0.9585,0.9682,-1.14,2.68,-15.28,-1.98,56.8331,57.4754,3.49,8.24,4.87,8.08,102.47,85.37,268.42,15.34,9.83,13.200000000000001,0.1109,1.074,-44.17,7.6799,41.4333,-10.7937
113,CME,Hold,3.05628,13.7388,21.9746,18.461027,2.12554,266.63,2025-03-18,190.7,2024-06-18,22.5241,3.8057,0.0743,0.077,0.48344535,73.6555,73.6555,0.15,-17.48,10.0012,10.0012,9.36703,8.3581,8.3581,3.7513,26.7316,26.7316,1.007,1.007,16.0,9.9722,9.9722,1.7831398,13.0248,13.0249,8.18,8.89,96140.13,9.7954,9.7954,9.7954,9.7954,9.7954,10.06,10.64,7.24,9.15,9.7954,9.7954,9.7954,9.7954,8.18,98.52,98.4,95.97,,,0.1011,0.1011,95545.13,5.0124,0.9377,0.9377,172.0862,2242.3333,-2.12,39.17,34.54,34.54,70.74,78.46,78.46,101.66,101.66,3.1595,3.1595,25.8895,25.8895,27.0989,27.0989,29.35817,27.0989,27.0989,27.0989,27.0989,26.5661,26.5661,50.47,44.48,44.48,21.3837,19.7461,14.7464,12.4835,19.0285,9.3587,9.3587,12.8946,12.8946,1.007,1.007,18.4165,18.4165,2.7152,2.7152,26.89,13.14,-2.16,-5.94,28.3633,28.3527,13.04,1.93,2.5700000000000003,2.6599999999999997,10.6,13.309999999999999,12.879999999999999,9.37,11.76,11.42,18.0476,18.0476,11.09,0.1317,0.1317,14.7526
114,CMS,Buy,0.72881,9.997,5.7402,17.91289,0.72979,75.05,2025-03-04,56.62,2024-04-16,27.1186,3.2593,0.2004,0.2072,0.42777738,27.5435,27.5435,9.29,7.48,-2.1687,-2.1687,6.22047,0.3447,0.3447,2.8616,,,0.7924,0.7924,6.54,2.1106,2.1106,2.9523811,10.1039,10.2959,5.35,6.38,38339.248,3.3624,3.3624,3.3632,3.3624,3.3632,-10.39,7.05,-15.88,10.66,3.3624,3.3632,3.3624,3.3632,,,,31.86078,2.3948,2.3948,1.8462,1.8462,21876.248,0.616,0.1205,0.1205,2.5862,2.725,5.5,13.61,13.93,13.93,18.92,22.18,22.18,62.41,62.41,2.4197,2.4197,9.2305,9.2305,21.8108,21.8108,22.03314,21.8108,21.8108,21.8108,21.8108,546.9062,59.2852,13.2,15.6,15.6,17.6419,3.5117,13.2447,17.078,14.5535,3.0388,3.0388,3.2019,2.33825,0.5447,0.5447,7.1739,7.1739,0.8648,0.8648,0.84,2.46,1.76,0.47,24.1334,24.1092,1.48,3.07,2.79,2.8899999999999997,14.0,12.19,12.42,4.65,4.25,4.15,10.8982,24.62646,9.57447,1.8682,2.0129,10.2776
115,KO,Buy,5.89293,10.7599,-3.0328,19.84721,6.95301,73.53,2024-09-04,57.93,2024-04-16,15.8651,-0.8007,0.468,0.4621,0.49972352,5.7778,5.7778,5.43,0.1,1.102,1.102,2.74904,3.387,3.387,2.7832,70.4562,70.4562,1.0296,1.0296,3.93,1.9417,1.9417,2.9092982,2.95,2.648,2.5,2.38,334032.88,2.4609,2.4609,2.4606,2.4609,2.4606,3.01,3.54,11.59,-0.34,2.4609,2.4606,2.4609,2.4606,-10.85,59.66,61.06,61.06,4.0044,4.0044,1.7048,1.7048,300338.88,-2.5699,0.1525,0.1525,118.1837,67.1348,-1.15,23.39,22.59,22.59,26.63,24.86,23.78,78.63,78.63,10.7903,10.7903,44.135,44.135,28.2512,28.2512,26.70089,28.2512,28.2512,28.2512,28.2512,63.3493,46.4274,28.99,27.81,27.81,18.4048,-5.2613,7.4845,5.8245,15.7118,6.3819,6.3819,23.211,23.211,0.7236,0.7184,13.4865,13.4865,0.6752,0.6752,6.78,4.78,6.41,2.86,10.8938,10.9013,4.75,10.21,10.57,10.440000000000001,41.26,42.77,41.02,14.7,15.32,15.14,2.686,2.686,5.17,1.7912,1.7912,11.4359
116,CTSH,Hold,4.46324,-2.0554,3.9582,20.787554,3.44408,90.82,2025-02-14,63.79,2024-06-17,5.6418,0.1069,0.9885,1.0237,0.9119355,29.1071,29.1071,7.67,-5.4,3.6909,3.6909,5.20354,4.5313,4.5313,1.5284,20.7759,20.7759,2.0932,2.0932,8.46,1.2085,1.2085,1.5496126,6.8833,6.8798,2.9,3.21,37957.633,4.507,4.507,4.5049,4.507,4.5049,3.65,6.5,-1.36,7.1,4.507,4.5049,4.507,4.5049,-2.81,35.69,34.34,34.34,,354.8,0.0607,0.0607,39257.633,-4.5002,0.0067,0.0067,83.2222,100.8095,0.67,10.81,11.35,11.35,14.36,14.65,14.65,26.79,26.79,2.6464,2.6464,18.4829,18.4829,17.5257,17.5257,16.1298,17.5257,17.5257,17.5257,17.5257,21.4875,21.4875,14.54,14.89,14.89,5.5895,1.7297,-1.5387,-4.3988,7.7609,1.9891,1.9891,2.9767,2.9767,2.0932,2.0932,4.9914,4.9914,0.0586,0.0586,2.17,3.29,6.81,1.98,39.7103,39.7103,5.79,11.15,11.219999999999999,11.62,16.18,15.55,15.93,15.3,14.6,15.02,25.8768,25.8768,5.12,0.0646,0.0646,3.485
117,CL,Buy,1.66058,-3.5252,-16.2392,23.6677,1.84004,109.3,2024-09-05,85.32,2025-02-18,1.1758,-1.4644,1.2527,1.2206,0.41875285,0.2609,0.2609,13.78,10.86,4.3639,4.3639,2.75439,1.5457,1.5457,2.4494,22.53,22.53,0.9233,0.9233,3.11,2.1897,2.1897,2.2048285,5.1433,5.8136,3.89,2.85,79891.28,3.5095,3.5095,3.5115,3.5095,3.5115,11.17,5.01,3.56,26.48,3.5095,3.5115,3.5095,3.5115,4.85,59.22,60.5,60.5,4.05,4.05,34.3821,34.3821,73038.28,-1.8427,0.085,0.085,18.6607,20.4877,-0.96,12.98,14.37,14.38,19.81,21.23,21.23,61.92,61.9,350.3513,350.3513,17.7839,17.7839,25.2815,25.2728,36.3292,25.2728,25.2728,25.2815,25.2728,20.5974,20.5974,18.35,19.68,19.68,4.1197,-18.4677,10.8371,-8.8648,2.7139,3.6336,3.6337,74.5771,212.5239,0.4879,0.5782,12.9392,12.9385,0.5912,0.5912,4.89,5.08,-0.12,3.3,24.4181,24.5062,6.02,14.94,18.0,17.549999999999997,580.79,1362.74,1156.0,27.97,35.4,33.269999999999996,0.8793,0.3209,-5.75,37.4953,37.4953,-1.562
118,CMCSA,Buy,28.88862,-9.3176,-7.9969,30.847963,24.05207,45.31,2024-10-31,32.5,2025-01-30,-15.8055,2.3302,0.4648,0.4659,0.9890556,22.5889,22.5889,4.45,4.01,3.3117,3.3117,6.91354,1.9331,1.9331,3.5664,18.0767,18.0767,0.6771,0.6771,8.54,1.2397,1.2397,3.6923077,9.8772,9.8757,2.35,0.88,226753.52,4.1433,4.1433,4.146599999999999,4.1433,4.146599999999999,10.84,7.9,54.04,11.86,4.1433,4.146599999999999,4.1433,4.146599999999999,-1.12,68.67,70.08,70.07,5.472,11.613,1.1008,1.1008,134982.52,0.3623,0.089,0.089,4.6435,4.6428,1.77,10.5,13.09,13.08,16.87,18.83,18.83,29.73,29.73,1.6785,1.6785,4.8776,4.8776,8.3364,8.3374,35.12651,8.3374,8.3374,8.3364,8.3374,10.7607,10.7607,13.91,15.09,15.09,-1.6727,-10.2254,7.1808,-25.8461,0.2258,1.0909,1.0909,4.6491,101.8182,0.6771,0.6771,9.0071,9.0071,0.6798,0.6798,2.06,2.58,2.12,1.78,31.661,32.2048,6.02,4.59,6.08,6.1,14.11,18.92,19.21,6.56,8.77,8.84,6.8227,0.3115,,1.1582,1.1582,-4.0501
119,CAG,Hold,1.71195,-6.2387,-20.7075,27.680134,1.607,33.23,2024-09-10,23.06,2025-02-18,-7.3744,0.3474,0.5776,0.561,0.18159275,17.6515,18.4377,3.04,1.91,3.4021,3.1991,2.61639,0.1625,0.0784,5.348,12.8772,13.7189,0.9715,0.703,11.19,1.3805,1.402,5.3701572,2.6333,2.3781,-3.85,-1.24,20948.702,0.7233,0.7233,1.0238,0.7233,1.0238,-35.23,-13.8,-0.49,-50.15,0.7233,1.0238,0.7233,1.0238,16.06,27.28,27.82,27.39,4.0317,3.8855,0.8577,0.7088,12522.502,1.8011,0.0188,0.0266,1.7287,2.0049,-16.53,7.07,2.88,4.13,11.6,7.16,6.2,189.89,47.4,1.7151,1.4886,6.2149,6.534,36.0671,25.4212,20.03389,25.4212,25.4212,36.0671,25.4212,7.6976,8.2007,7.91,3.59,2.61,1.4062,-22.936,15.5091,-17.415,-2.0304,1.0391,1.0498,2.5254,2.1559,0.3028,0.1961,13.1216,13.0298,0.6514,0.6448,2.52,4.79,-0.41,-2.0,25.106,24.888,3.26,3.67,1.66,2.32,9.58,4.109999999999999,5.62,4.61,2.06,2.8400000000000003,11.9874,12.7315,16.04,1.0001,0.9617,-6.3063
120,COP,Buy,2.99051,-1.6244,-3.3365,28.234661,2.89997,135.18,2024-04-12,86.81,2025-03-05,-16.2529,2.844,0.4459,0.533,0.6558618,50.7859,50.7859,9.51,12.8,6.275,6.275,15.78677,4.792,4.792,2.8515,18.3086,18.3086,1.2906,1.2906,17.1,2.9715,2.9715,3.1400964,18.5431,18.8877,8.1,16.28,146578.49,7.829,7.829,7.8296,7.829,7.8296,8.78,4.13,-24.55,-13.87,7.829,7.8296,7.829,7.8296,12.37,44.9,47.46,47.46,17.9376,17.9376,0.3494,0.3594,127861.49,1.3918,0.7835,0.7835,-0.1102,-1.9707,-5.3,12.69,16.89,16.89,19.45,22.46,23.2,39.44,39.44,1.9798,1.9798,6.3537,6.3537,13.8303,13.8303,7.90231,13.8303,13.8303,13.8303,13.8303,15.9707,15.9707,20.19,24.97,24.97,6.0205,-5.565,9.4333,-26.2935,5.6473,2.3356,2.3356,1.5269,1.4704,1.0565,1.0565,8.9975,8.9975,4.6394,4.6394,6.11,11.04,-3.35,-2.49,46.3598,45.2733,9.95,8.69,7.53,9.0,16.83,14.27,17.299999999999997,12.34,10.37,12.61,50.1509,39.0412,-4.62,0.3754,0.3754,1.3714
121,ED,Hold,1.02895,16.2372,2.7055,22.827202,0.88758,108.42,2025-03-17,87.18,2024-03-26,21.2166,5.037,0.2162,0.2229,0.3082534,63.2911,63.2911,3.18,5.21,-3.3343,-3.3343,12.32018,3.8156,3.8156,2.9112,,,1.0359,1.0359,2.39,3.1792,3.1792,3.159264,15.1224,15.1217,4.58,2.52,63782.734,5.2404,5.2404,5.241999999999999,5.2404,5.241999999999999,10.8,5.19,-7.22,-26.94,5.2404,5.241999999999999,5.2404,5.241999999999999,,,,46.69441,6.6415,6.6541,1.1224,1.1224,37785.734,6.1958,0.1206,0.1206,3.2317,3.2294,0.79,12.21,11.93,11.93,19.37,17.5,17.5,60.44,60.44,1.4361,1.4361,10.4554,10.4554,20.7614,20.7614,19.49614,20.7614,20.7614,20.7614,20.7614,292.9127,149.9434,14.19,14.02,14.01,23.8821,0.477,21.6437,11.176,25.0985,2.4773,2.4763,1.6349,1.6349,0.8913,0.8913,6.2795,6.282,1.0103,1.0107,6.42,5.43,6.56,5.01,43.9188,43.8982,4.35,2.53,2.58,2.6599999999999997,8.16,8.290000000000001,8.36,3.7,3.6900000000000004,3.82,58.2732,58.2732,6.24,1.2442,1.244,20.8226
122,STZ,Buy,0.98889,-24.3157,-26.8165,42.13835,0.70946,274.87,2024-04-11,160.52,2025-02-12,-29.6055,-0.8906,0.3877,0.4172,0.753132,53.2735,43.2632,-4.21,7.44,8.2613,9.4188,9.99857,0.8333,0.4079,2.1868,29.2248,25.9434,1.1871,1.1035,4.06,3.5718,3.9285,2.200316,19.5527,8.6387,5.1,21.31,44155.677,9.3901,9.3901,3.7171000000000003,9.3901,3.7171000000000003,0.9,-11.78,22.59,-55.36,9.3901,3.7171000000000003,9.3901,3.7171000000000003,2.13,51.21,50.37,51.49,2.4864,2.3993,1.0952,1.3029,32650.277,4.6211,0.163,0.0647,2.981,3.3457,-16.35,7.84,17.34,6.74,29.15,31.81,11.12,37.85,28.15,4.6626,5.5951,11.7447,10.9173,18.9014,47.5744,,47.5744,47.5744,18.9014,47.5744,21.6098,19.1835,9.61,22.3,7.39,-18.4016,-30.6122,15.6523,-39.7424,-13.6887,3.2775,3.2061,6.4792,8.5774,0.4839,0.2766,11.4873,11.7493,0.9398,0.9607,4.96,4.18,-0.29,3.7,54.1523,56.0304,5.46,2.72,6.72,2.81,6.23,17.73,7.6899999999999995,3.15,7.99,3.32,38.337,28.2208,-5.6,1.2193,1.4811,-16.9186
123,CEG,Buy,5.03463,-10.8833,16.9764,86.482704,4.07104,352.0,2025-01-23,155.6,2024-08-05,27.3864,-2.0896,0.4453,0.453,1.0080239,42.0639,42.0639,,6.81,-16.0671,-16.0671,11.55624,9.655,9.655,0.6731,113.4301,94.78155,1.5741,1.5741,,1.4095,1.4095,0.7097099,19.5079,19.4616,9.63,,71353.84,11.9016,11.9016,11.8791,11.9016,11.8791,,28.1,,137.42,11.9016,11.8791,11.9016,11.8791,,39.91,51.55,51.55,7.3671,7.3671,0.5608,0.5608,65963.84,-15.8435,0.2637,0.2637,9.9249,9.9249,21.78,4.82,15.91,15.91,5.33,18.47,18.47,11.84,11.84,5.3144,5.3144,,,17.595,17.595,,17.595,17.595,17.595,17.595,64.1672,23.3666,6.46,19.16,19.16,-3.2384,14.7479,-25.9812,17.3458,-1.4726,2.7989,2.7989,3.59036,3.39093,1.3403,1.3403,9.3339,9.3339,1.658,1.658,6.25,4.49,-7.14,-5.42,74.819,74.819,5.21,2.15,7.08,7.21,8.96,28.470000000000002,31.009999999999998,5.28,17.37,17.79,33.69419,36.57053,,0.6389,0.6389,-5.7485
124,COO,Buy,2.98481,-19.3795,-26.1215,30.507374,1.63389,112.375,2024-09-16,77.05,2025-03-13,-20.5243,1.2268,0.3163,0.3227,1.1105146,40.498,40.6568,54.38,7.59,1.4434,1.9245,12.8438,0.5391,0.5048,0.0,63.9205,47.8698,1.908,1.9878,,0.0,0.0,0.01768,4.506,4.6501,5.42,9.8,18415.498,1.9576,1.9576,2.0692,1.9576,2.0692,-49.03,-3.45,27.62,41.96,1.9576,2.0692,1.9576,2.0692,-7.31,65.56,66.64,67.0,1.6898,1.6303,0.3152,0.3063,15976.498,-11.4406,0.0245,0.026,6.2436,5.8728,-10.56,28.1,10.07,10.57,15.69,18.12,18.7,1.02,2.41,2.5791,2.371,22.5243,20.5565,40.7252,38.4605,43.71485,38.4605,38.4605,40.7252,38.4605,55.4547,41.5298,13.72,14.95,15.67,-11.7346,-28.35,1.0438,-30.5649,-8.6579,4.1014,4.0668,3.3131,3.0166,0.8063,0.8177,5.8723,5.7459,0.2435,0.2455,10.05,7.98,3.55,7.15,19.4381,19.5253,7.94,8.65,3.19,3.4099999999999997,12.56,4.8500000000000005,5.2,9.94,3.6799999999999997,3.92,31.5251,31.9555,23.13,0.3196,0.3125,-12.9338
125,CPRT,Buy,5.01813,-15.4768,6.8875,17.69828,4.19017,64.38,2024-11-27,48.05,2024-09-11,-5.7189,-0.2262,0.5027,0.5226,1.2742116,7.8134,8.6155,32.2,6.45,0.9986,1.0553,0.76922,3.5538,3.9412,,49.9727,47.2573,7.029,7.8883,,,,,1.6291,1.6904,16.37,14.68,48052.407,1.3983,1.3983,1.4888,1.3983,1.4888,12.8,17.85,18.59,6.58,1.3983,1.4888,1.3983,1.4888,28.66,46.82,45.63,44.75,55.101,48.8725,0.0,0.0,51391.316,-3.4307,0.1165,0.1243,81.3544,81.3544,2.11,32.36,32.17,32.27,38.71,37.1,36.16,,,6.6928,6.7239,34.8992,32.2016,37.704,35.3364,79.36334,35.3364,35.3364,37.704,35.3364,53.445,50.5409,39.38,40.47,39.83,-7.8319,4.659,-2.9469,-15.7595,-3.5129,12.1297,11.4041,6.7594,6.7795,6.9057,7.7366,9.3285,5.2555,0.3621,0.3852,16.31,15.72,14.03,11.0,4.3464,4.6082,15.41,19.17,16.17,16.86,23.4,18.12,18.83,22.07,18.12,18.83,7.7364,8.5448,34.02,0.0,0.0,-7.7888
126,GLW,Buy,1.379,-0.7558,14.8445,33.27688,1.60191,54.6,2025-01-29,30.72,2024-04-18,45.4014,4.1189,0.473,0.4733,1.0687591,13.1439,13.1439,-4.95,-13.45,1.198,1.198,2.3614,2.1747,2.1747,2.452,46.8731,46.8731,1.6247,1.6247,4.75,1.2076,1.2076,2.390098,1.3038,1.3129,-1.84,30.19,45654.4,0.5823,0.5823,0.5813999999999999,0.5823,0.5813999999999999,-36.35,-11.42,,-13.6,0.5823,0.5813999999999999,0.5823,0.5813999999999999,85.79,32.56,32.6,32.6,3.2809,3.2809,0.6443,0.6443,40211.4,-5.7428,0.009,0.009,1.963,5.0854,-14.3,7.16,3.86,3.86,9.95,8.65,8.65,194.86,119.42,3.8075,3.8075,20.7382,20.7382,79.4692,79.4692,18.36428,79.4692,79.4692,79.4692,79.4692,41.2848,35.5853,9.57,6.2,6.2,6.8891,12.616,-1.7833,35.3608,3.7498,3.0654,3.0654,4.0957,4.0957,1.0709,1.0709,7.2375,7.2375,0.233,0.233,-2.34,2.66,16.93,4.21,15.0955,15.0436,3.36,3.26,1.82,1.83,8.01,4.74,4.64,5.02,2.83,2.78,12.2189,12.2189,-3.26,0.6748,0.6748,-0.5261
127,CPAY,Buy,0.15323,-4.8877,12.2006,28.332876,0.20218,400.5,2025-02-06,247.1,2024-06-17,,3.965,0.2213,0.2351,1.0595294,44.4968,44.4968,,18.43,25.1587,25.1587,,22.1411,22.1411,,17.4698,17.4698,0.9963,0.9963,,,,,27.5343,29.5954,6.91,21.74,30840.938,13.9704,13.9704,13.9837,13.9704,13.9837,11.86,7.06,-1.33,5.88,13.9704,13.9837,13.9704,13.9837,10.19,90.26,78.13,78.13,,,1.6738,1.6738,24398.5,-5.4189,0.0896,0.0896,4.549,6.7217,-5.66,27.67,25.25,25.25,43.01,44.84,44.84,,,7.5557,7.5557,12.5729,12.5729,24.3074,24.3074,,24.3074,24.3074,24.3074,24.3074,13.8205,13.8205,36.68,34.85,34.85,2.7572,9.9721,0.2473,,6.8585,6.1386,6.1386,33.1389,33.1389,0.9038,0.9038,1.8695,1.8695,0.3549,0.3549,11.94,8.45,10.36,5.77,55.3194,55.6167,13.48,6.25,5.59,5.94,29.98,32.15,32.87,9.49,9.030000000000001,9.54,10.1454,10.1454,,2.5609,2.5609,2.5826
128,CTVA,Buy,1.20146,3.011,11.1954,24.174929,1.45359,66.21,2025-01-30,50.01,2024-06-11,11.7807,4.3729,0.4142,0.403,0.7429353,34.6983,34.6983,1.35,-12.49,2.2579,2.2579,3.27223,4.6223,4.6223,1.0849,27.0113,27.0113,1.4536,1.4536,30.66264,0.6605,0.6605,1.1042546,3.3477,3.3532,46.61,83.84,41813.543,1.3032,1.3032,1.2868,1.3032,1.2868,-18.08,,,26.32,1.3032,1.2868,1.3032,1.2868,,41.51,43.64,43.64,1.5455,1.5455,0.0821,0.0821,42216.543,-2.2229,0.0412,0.0412,4.4459,4.4459,,6.45,5.36,5.36,7.76,10.2,10.2,50.5,15.15,1.6456,1.6456,19.6814,19.6814,46.5453,46.5453,28.06003,46.5453,46.5453,46.5453,46.5453,27.2717,9.752,8.36,7.54,7.54,10.6559,8.9669,5.2322,1.7401,12.3869,2.4968,2.4968,2.6251,2.6251,0.9306,0.9306,3.8802,3.8802,0.7685,0.7685,2.6,4.08,7.31,-1.85,24.2931,24.597,5.64,2.47,2.22,2.16,4.19,3.81,3.6799999999999997,3.93,3.42,3.1199999999999997,21.7519,21.7519,2.97,0.1136,0.1136,8.111
129,CSGP,Buy,4.02143,1.0054,-1.0606,30.941187,3.00919,100.38,2024-03-18,68.256,2024-10-23,-17.6718,1.9516,0.2956,0.2999,0.8946023,18.4457,18.4457,14.71,69.05,-0.599,-0.599,1.25275,11.431,11.431,,74.08766,73.24196,8.9629,8.9629,,,,,0.0939,0.0939,-37.66,-15.34,29687.334,0.3401,0.3401,0.33980000000000005,0.3401,0.33980000000000005,-22.91,-16.93,-38.18,-63.1,0.3401,0.33980000000000005,0.3401,0.33980000000000005,,80.72,79.59,79.59,,,0.1313,0.1313,33361.434,2.7672,0.021,0.021,19.9068,14.6486,-25.77,13.2,5.07,5.07,14.4,0.17,0.18,,,3.8855,3.8855,84.9756,84.9756,240.5294,240.5294,91.27416,240.5294,240.5294,240.5294,240.5294,96.2257,1130.8961,17.5,7.68,7.68,8.6503,-3.2891,7.3961,-27.7124,13.7325,12.1926,12.1926,4.1219,4.1219,8.8262,8.8262,14.0498,14.0498,0.415,0.415,12.07,14.35,10.83,11.45,6.7097,6.6998,11.92,3.48,1.5,1.52,4.33,1.8399999999999999,1.8599999999999999,3.75,1.6199999999999999,1.6400000000000001,17.3878,17.3878,18.99,0.1333,0.1333,9.4566
130,COST,Buy,3.10719,-9.7156,0.4204,24.9963,2.12835,1078.235,2025-02-13,697.28,2024-04-03,23.7614,-3.1313,3.6438,3.7149,1.033442,53.3076,57.6409,9.0,9.46,14.9596,15.6063,18.82992,25.1486,29.6532,0.3831,59.8067,57.2504,0.9657,0.9972,53.89,20.4057,3.4803,0.5062131,26.0523,27.23,13.13,17.65,396458.7,16.564,16.564,17.128700000000002,16.564,17.128700000000002,13.67,14.93,2.55,12.01,16.564,17.128700000000002,16.564,17.128700000000002,14.57,12.61,12.61,12.67,12.5989,12.873,0.2453,0.225,403059.7,-14.3581,0.0221,0.0229,106.0408,91.2703,3.86,2.61,2.9,2.89,3.42,3.65,3.69,122.72,114.19,16.7481,18.6024,35.5463,33.6866,54.7115,52.888,41.77227,52.888,52.888,54.7115,52.888,60.8025,58.2036,3.48,3.83,3.83,-2.0707,-1.8081,-7.0116,13.7208,2.2874,1.584,1.5262,11.6642,11.6642,0.4399,0.4904,101.6592,90.4559,0.7641,0.7931,9.1,10.75,9.04,6.13,572.1143,593.6038,10.66,8.89,10.549999999999999,10.72,27.0,31.19,31.95,19.47,23.75,25.46,39.0724,39.0724,13.45884,0.3131,0.225,-1.9885
131,CTRA,Buy,1.89857,13.4911,27.1883,29.954578,1.78554,29.95,2025-01-17,22.305,2024-09-11,8.8948,5.6555,0.2524,0.2616,0.3158378,17.8639,17.8639,24.65445,17.57,1.3932,1.3932,5.02771,2.7728,2.7728,2.8503,22.8822,22.8822,2.9234,2.9234,18.85,0.8412,0.8412,3.018466,4.2846,4.276,20.04,,23431.326,1.5047,1.5047,1.5009,1.5047,1.5009,-13.16,-1.61,-27.15,-29.68,1.5047,1.5009,1.5047,1.5009,9.27,76.59,80.21,80.21,20.5714,20.5714,0.2692,0.2692,21927.326,6.595,1.2251,1.2251,75.7222,75.7222,-9.02,28.03,20.54,20.54,37.05,25.45,25.45,55.75,55.75,1.4325,1.4325,7.8452,7.8452,19.5605,19.5605,5.27218,19.5605,19.5605,19.5605,19.5605,21.4134,21.4134,35.54,24.64,24.64,21.136,24.9598,8.748,-1.1458,16.9227,4.0175,4.0175,1.58928,1.57351,2.8706,2.8706,6.0983,6.0983,5.965,5.965,16.53,21.44,-12.59,-7.71,7.3262,7.3857,8.16,8.71,5.18,5.37,14.39,8.540000000000001,8.57,11.7,6.72,7.090000000000001,16.49214,16.99469,38.08316,0.2698,0.2698,12.6468
